Numéro d'AMM,Nom du produit,Firme,Substance active,Unité
2140236,MANCOWAN PLUS,GOWAN FRANCE,mancozÃ¨be (Mancozeb) 75 %,kg/ha
9600370,CHARDEX,DOW AGROSCIENCES SAS,clopyralid (Clopyralid) 35 g/L | MCPA sel d'amine (MCPA) 350 g/L,L/ha
7300221,CHLORTOCIDE EL,NUFARM S.A,chlorotoluron (Chlorotoluron) 500 g/L,L/ha
9500629,CHORUS,SYNGENTA FRANCE SAS,cyprodinil (Cyprodinil) 50 %,kg/hL
8500354,CHRYZOPLUS GRIS,RHIZOPON BV,acide indolbutyrique (Indolylbutyric acid) 0.8 %,g/bouture
8500352,CHRYZOPON ROSE,RHIZOPON BV,acide indolbutyrique (Indolylbutyric acid) 0.1 %,g/bouture
8500353,CHRYZOTEK BEIGE,RHIZOPON BV,acide indolbutyrique (Indolylbutyric acid) 0.4 %,g/bouture
8500351,CHRYZOTOP VERT,RHIZOPON BV,acide indolbutyrique (Indolylbutyric acid) 0.25 %,g/bouture
8900349,CICATRISANT POUR BLESSURES D'ARBRES,SPADO LASSAILLY,goudron de pin (Goudron de pin) 100 %,
8400567,CICATRISANT S UMUPRO,SCOTTS FRANCE S.A.S.,goudron de pin (Goudron de pin) 464 g/L,
8800843,TRIGARD 75 WP,SYNGENTA FRANCE SAS,cyromazine (Cyromazine) 75 %,kg/ha
2150021,TRINEXAR 250 ME,ARYSTA LIFESCIENCE BENELUX SPRL,trinexapac-Ã©thyl (Trinexapac) 250 g/L,L/ha
2140018,LIFE SCIENTIFIC TRINEXAPAC,LIFE SCIENTIFIC LTD,trinexapac-Ã©thyl (Trinexapac) 250 g/L,L/ha
2150051,VARIANO XPRO,BAYER SAS,bixafÃ¨ne (Bixafen) 40 g/L | prothioconazole (Prothioconazole) 100 g/L | fluoxastrobine (Fluoxastrobin) 50 g/L,L/ha
2140124,PARSEC,SYNGENTA FRANCE SAS,dicamba (Dicamba) 500 g/kg | prosulfuron (Prosulfuron) 50 g/kg,kg/ha
9700578,AGRICHEM METAMITRONE WG,AGRICHEM BV,mÃ©tamitrone (Metamitron) 700 g/kg,kg/ha
2160399,XPULSE GIBIERS,SDP,huile de poisson (Repellents by smell of animal or plant origin/ fish oil) 167 g/kg,
2000205,ATTRIBUT,BAYER SAS,propoxycarbazone sodium (Propoxycarbazone) 70 %,kg/ha
2160262,SIRENA,GLOBACHEM NV,mÃ©tconazole (Metconazole) 60 g/L,L/ha
2020048,TERSOL ECOVERT EV,ARYSTA LIFESCIENCE SAS,glyphosate sel d'isopropylamine (Glyphosate) 360 g/L,mL/mÂ²
2150847,PRESTOP 4B,LALLEMAND PLANT CARE SAS,Gliocladium catenulatum souche J1446 (Gliocladium catenulatum souche J1446) 260 g/kg,kg/ha
9100296,CHARDOL 600,NUFARM S.A,"2,4-D sel de dimethylamine (2,4-D) 743 g/L",L/ha
2140255,BELOUKHA,JADE  Jardin Agriculture DÃ©veloppement,acide pÃ©largonique (Pelargonic Acid) 680 g/L,L/ha
2120057,TRICO,KWIZDA AGRO GmbH,rÃ©pulsif olfactif d'origine animal ou vÃ©gÃ©tal/gras de mouton (Repellents by smell of animal or plant origin/shee) 64 g/kg,L/ha
2150168,DEFEND WG,QUIMETAL INTERNACIONAL,soufre (Sulphur) 800 g/kg,kg/ha
2160260,ARTINA,GLOBACHEM NV,mÃ©tconazole (Metconazole) 90 g/L,L/ha
2140002,SARACEN,CHEMINOVA A/S,florasulame (Florasulam) 50 g/L,L/ha
2110197,SPIROX,ARYSTA LIFESCIENCE BENELUX SPRL,spiroxamine (Spiroxamine) 500 g/L,L/ha
2160392,ORIGNAL,SAPEC AGRO S.A.,Propyzamide (Propyzamide) 400 g/L,L/ha
2050046,TEPPEKI,ISK BIOSCIENCES EUROPE S.A.,flonicamide (Flonicamid) 500 g/kg,kg/ha
2140148,MANIVEL 480,PHYTEUROP,dicamba sel de dimethylamine (Dicamba) 656.7 g/L,L/ha
2130260,GLOBARYLL 100,GLOBACHEM,6-BenzyladÃ©nine (6-Benzyladenine) 100 g/L,L/ha
2140091,MAGNET MED,SUTERRA EUROPE BIOCONTROL SL,deltamÃ©thrine (Deltamethrin) 10 mg/UnitÃ©,piÃ¨ges/ha
2140154,TEMPLIER,ROTAM AGROCHEMICAL EUROPE LIMITED,Nicosulfuron (Nicosulfuron) 750 g/kg,
2010023,DECIS PROTECH,BAYER SAS,deltamÃ©thrine (Deltamethrin) 15 g/L,
2110167,SPEKFREE,ROTAM AGROCHEMICAL EUROPE LIMITED,tÃ©buconazole (Tebuconazole) 430 g/L,L/ha
8700118,ATHLET,ADAMA FRANCE SAS,bifÃ©nox (Bifenox) 200 g/L | Chlortoluron (Chlortoluron) 500 g/L,L/ha
2010419,ATLANTIS WG,BAYER SAS,mÃ©sosulfuron-methyle (Mesosulfuron) 3 % | iodosulfuron-mÃ©thyl-sodium (Iodosulfuron) 0.6 %,kg/ha
9700588,SITOLAN,SAGA s.a.s,mancozÃ¨be (Mancozeb) 46.5 % | cymoxanil (Cymoxanil) 4 %,kg/ha
2100066,ALAR 85 SG,ARYSTA LIFESCIENCE GREAT BRITAIN LTD,daminozide (Daminozide) 850 g/kg,kg/ha
2140164,KATANA DUO,ISK BIOSCIENCES EUROPE S.A.,Flazasulfuron (Flazasulfuron) 13.3 g/kg | Glyphosate (Glyphosate) 288 g/kg,kg/ha
2160725,ASTUSS,DE SANGOSSE,Methyl ester of rapeseed oil (Methyl ester of rapeseed oil) 601.4 g/L | Polymere alcohol (Polymere alcohol) 142.4 g/L,L/ha
2030007,AVESS,COMPTOIR COMMERCIAL  DES LUBRIFIANTS,Sulfate de magnesium (Sulfate de magnesium) 104 g/L,L/hL
2000235,SILWET L 77,DE SANGOSSE,heptamethyltrisiloxane modifie polyalkyleneoxide (Heptamethyltrisiloxane modifie polyalkyleneoxide) 830 g,L/hL
2060160,ALCYONE,S.D.P.,Polymere d'amine gras (Polymere d'amine gras) 50 % | Polysorbate 20 (Polysorbate 20) 50 %,L/hL
8400460,GLIFOR,TRADI AGRI,Amines grasses de suif ethoxylees (Amines grasses de suif ethoxylees) 800 g/L,L/hL
8800495,ATLOR,SOCIETE  FINANCIERE DE PONTARLIER,Huile minerale paraffinique (Huile minerale paraffinique) 732 g/L,L/ha
2140161,BELLAGIO,VIVAGRO,Polymere d'amine gras (Polymere d'amine gras) 50 % | Polysorbate 20 (Polysorbate 20) 50 %,L/hL
8100315,DECCO ANTIMOUSSE,DECCO IBERICA Post Cosecha S.A.,Dimethyl polysiloxane (Dimethyl polysiloxane) 200 g/L,
9900157,TEMPERA,MONSANTO SAS,sulfate d'ammonium (Ammonium sulphate) 460 g/L,L/hL
8700005,TENAC AS,BASF FRANCE SAS,Huile minerale paraffinique (Huile minerale paraffinique) 760 g/L,L/ha
9800389,TENSIO S,S.D.P.,Amines grasses de suif ethoxylees (Amines grasses de suif ethoxylees) 540 g/L,L/hL
2140227,FIELDOR MAX,VIVAGRO,TriglycÃ©ride Ã©thoxylÃ© 10 OE (TriglycÃ©ride Ã©thoxylÃ© 10 OE) 790 g/L,L/hL
2150968,FLORANID GAZON DESHERBANT PRO,COMPO FRANCE SAS,"2,4-D (2,4-D) 7 g/kg | dicamba (Dicamba) 1 g/kg",kg/ha
2150944,LANDSCAPER PRO WEED CONTROL + FERTILIZER,SCOTTS FRANCE S.A.S.,"2,4-D (2,4-D) 8 g/kg | dicamba (Dicamba) 1.2 g/kg",kg/ha
2130127,FLORANID GAZON ANTIMOUSSE,COMPO FRANCE SAS,sulfate de fer (Iron sulphate) 238 g/kg,kg/ha
2159993,BOTRYL JARDIN,SYNGENTA FRANCE SAS,fludioxonil (Fludioxonil) 250 g/kg | cyprodinil (Cyprodinil) 375 g/kg,g/L
2040204,ADJUST,TAMINCO BVBA,chlormÃ©quat (Chlormequat) 460 g/L,L/ha
2160729,BISKAINE WG,SAPEC AGRO S.A.,fosÃ©tyl (Fosetyl) 350 g/kg | mancozÃ¨be (Mancozeb) 350 g/kg,kg/ha
2160312,BORDER,CHEMINOVA (DANEMARK),mÃ©sotrione (Mesotrione) 100 g/L,L/ha
8600330,BONZI,SYNGENTA FRANCE SAS,paclobutrazol (Paclobutrazol) 4 g/L,L/ha
2160960,BUGGY GREENLINE,PHYTEUROP,glyphosate sel d'isopropylamine (Glyphosate) 323.64 g/L,L/ha
2110098,CLERANDA,BASF FRANCE SAS,imazamox (Imazamox) 17.5 g/L | mÃ©tazachlore (Metazachlor) 375 g/L,L/ha
2020366,DISCUS EV,BASF AGRO SAS,krÃ©soxime-mÃ©thyle (Kresoxim-methyl) 50 %,kg/hL
2110148,THORE,BAYER SAS,bixafÃ¨ne (Bixafen) 125 g/L,L/ha
2110181,SKYWAY XPRO,BAYER SAS,bixafÃ¨ne (Bixafen) 75 g/L | prothioconazole (Prothioconazole) 100 g/L | Tebuconazole (Tebuconazole) 100 g/L,L/ha
7500518,TRIMATON EXTRA,TAMINCO BVBA,mÃ©tam-sodium (Metam) 510 g/L,L/ha
2160965,ASTERIA,ROTAM AGROCHEMICAL EUROPE LIMITED,abamectine (Abamectin) 18 g/L,L/ha
8200216,TILT 250,SYNGENTA FRANCE SAS,propiconazole (Propiconazole) 250 g/L,L/ha
2150925,METAL,ARYSTA LIFESCIENCE BENELUX SPRL,mÃ©tconazole (Metconazole) 90 g/L,L/ha
8500160,BRAVO PREMIUM,SYNGENTA FRANCE SAS,chlorothalonil (Chlorothalonil) 250 g/L | propiconazole (Propiconazole) 62.5 g/L,L/ha
2160409,FERRAMOL PRO,NEUDORFF GMBH KG,phosphate ferrique (Ferric phosphate) 9.9 g/kg,kg/100 mÂ²
9800343,AXTER,SYNGENTA FRANCE SAS,Clomazone (Clomazone) 60 g/L | Dimethachlor (Dimethachlor) 500 g/L,L/ha
9600368,SLOGAN,BAYER SAS,fosÃ©tyl (Fosetyl) 471 g/kg | mÃ©tirame (Metiram) 289 g/kg,kg/ha
9300490,SODICUIVRE 50,INDUSTRIAS QUIMICAS DEL VALLES,cuivre de l'oxychlorure de cuivre (Copper compounds) 50 %,g/hL
9100533,SOFRIL GD,CEREXAGRI S.A.S.,soufre micronise (Sulphur) 80 %,kg/ha
2130266,SOLEIL,NUFARM S.A,bromuconazole (Bromuconazole) 167 g/L | tÃ©buconazole (Tebuconazole) 107 g/L,L/ha
2150128,CLOSE 360 CS,GLOBACHEM NV,clomazone (Clomazone) 360 g/L,L/ha
2100115,SUPER MISSION,AGRICHEM BV,diquat (dibromure) (Diquat (dibromide)) 200 g/L,L/ha
9100318,SUPER POROVER C,SBM DEVELOPPEMENT,cypermÃ©thrine (Cypermethrin) 10 g/L,L/hL
7900323,SUPERBIX,PHYTEUROP,dicamba sel de sodium et de potassium (Dicamba) 30 g/L | MCPA sels de sodium et de potassium (MCPA) 360 g/L,
8500347,SUPERLIMACIDE CANADIEN RS,SBM DEVELOPPEMENT,metaldÃ©hyde (Metaldehyde) 5 %,
9400367,CITADELLE,SYNGENTA FRANCE SAS,chlorothalonil (Chlorothalonil) 375 g/L | cyproconazole (Cyproconazole) 40 g/L,L/ha
9900242,DITHANE NEOTEC,INDOFIL INDUSTRIES (Netherlands) B.V.,mancozÃ¨be (Mancozeb) 75 %,kg/ha
9700164,DITHANE PAYSAGE,INDOFIL INDUSTRIES (Netherlands) B.V.,mancozÃ¨be (Mancozeb) 75 %,kg/hL
8100283,AFALON 50 L,ADAMA FRANCE SAS,linuron (Linuron) 450 g/L,L/ha
8800199,AGIL,ADAMA FRANCE SAS,propaquizafop (Propaquizafop) 100 g/L,L/ha
2150501,PYRINEX M,ADAMA FRANCE SAS,chlorpyriphos-mÃ©thyl (Chlorpyrifos-methyl) 225 g/L,L/ha
2110096,BRAVO,SYNGENTA FRANCE SAS,chlorothalonil (Chlorothalonil) 500 g/L,L/ha
7800305,BOUILLIE BORDELAISE UPL,INDUSTRIAS QUIMICAS DEL VALLES S.A.,sulfate de cuivre (Copper compounds) 20 %,
2150756,MODAN,HELM AG,trinexapac-Ã©thyl (Trinexapac) 250 g/L,L/ha
2100138,AXIAL PRATIC,SYNGENTA FRANCE SAS,pinoxaden (Pinoxaden) 50 g/L | cloquintocet-mexyl (Cloquintocet-mexyl) 12.5 g/L,L/ha/an
2110095,AXIAL ONE,SYNGENTA FRANCE SAS,pinoxaden (Pinoxaden) 45 g/L | florasulame (Florasulam) 5 g/L,L/ha
9100558,TRINOX C,SBM DEVELOPPEMENT,cypermÃ©thrine (Cypermethrin) 1.25 g/kg,g/mÂ²
8300488,AFESUL LIQUIDE 800 SUPER MICRONISE,AFEPASA,soufre micronise (Sulphur) 800 g/L,L/ha
2080135,SUPERSECT 10 ME,ARYSTA LIFESCIENCE BENELUX SPRL,cypermÃ©thrine (Cypermethrin) 10 g/L,mL/mÂ²
2080060,ADMIRAL PRO,PHILAGRO,pyriproxyfÃ¨ne (Pyriproxyfen) 100 g/L,L/ha
2100231,AFFIRM,SYNGENTA FRANCE SAS,emamectine benzoate (Emamectin) 9.5 g/kg,kg/ha
2160611,POLYFLOR JARDIN,SYNGENTA FRANCE SAS,propiconazole (Propiconazole) 5 g/L,mL/mÂ²
2160613,FINALSAN ULTIMA EC PRO,NEUDORFF GMBH KG,hydrazide malÃ©Ã¯que (Maleic hydrazide) 30 g/L | acide pÃ©largonique (Pelargonic Acid) 186.7 g/L,L/ha
2160614,FINALSAN AF PRO,NEUDORFF GMBH KG,acide pÃ©largonique (Pelargonic Acid) 31.02 g/L,L/ha
2120129,AXIENDO,SYNGENTA FRANCE SAS,lambda-cyhalothrine (Lambda-Cyhalothrin) 0.75 g/L,mL/mÂ²
2120172,AXIENDO EASY,SYNGENTA FRANCE SAS,lambda-cyhalothrine (Lambda-Cyhalothrin) 0.015 g/L,mL/mÂ²
2090029,AXORIS,COMPO FRANCE SAS,Thiamethoxam (Thiamethoxam) 10 g/L,mL/L
2090107,AXORIS EASY +,COMPO FRANCE SAS,abamectine (Abamectin) 0.015 g/L | Thiamethoxam (Thiamethoxam) 0.1 g/L,L/10 mÂ²
2090177,AXORIS TRIPLE,COMPO FRANCE SAS,abamectine (Abamectin) 0.015 g/L | difÃ©noconazole (Difenoconazole) 0.167 g/L | Thiamethoxam (Thiamethoxam) 0.1 g/L,L/10 mÂ²
2110090,AZOXYSTAR,LIFE SCIENTIFIC LTD,azoxystrobine (Azoxystrobin) 250 g/L,L/ha
9400436,AZURAL MULTI,MONSANTO SAS,glyphosate sel d'isopropylamine (Glyphosate) 270 g/L,L/ha
2010602,BADGER,SOCIETE  FINANCIERE DE PONTARLIER,cymoxanil (Cymoxanil) 40 g/kg | mancozÃ¨be (Mancozeb) 465 g/kg,kg/ha
2130054,BANNER MAXX II,SYNGENTA FRANCE SAS,propiconazole (Propiconazole) 162 g/L,L/ha
2110006,BOUILLIE BORDELAISE CAFFARO WG,ISAGRO SPA,sulfate de cuivre (Copper compounds) 200 g/kg,kg/ha
2090137,BORDO 20 MICRO,INDUSTRIAS QUIMICAS DEL VALLES,composÃ©s du cuivre (Copper compounds) 200 g/kg,kg/ha
2000121,BOREAL,BAYER SAS,flufÃ©nacet (Flufenacet) 480 g/kg | isoxaflutole (Isoxaflutole) 100 g/kg,kg/ha
9800484,BORNEO,PHILAGRO,etoxazole (Etoxazole) 10.6 %,L/ha
9700179,BOTRYL,SYNGENTA FRANCE SAS,cyprodinil (Cyprodinil) 375 g/kg | fludioxonil (Fludioxonil) 250 g/kg,kg/hL
9500302,BOUILLIE BORDELAISE MACC 80 JARDINS,INDUSTRIAS QUIMICAS DEL VALLES,sulfate de cuivre (Copper compounds) 20 %,kg/hL
9300571,BOUILLIE BORDELAISE MANICA,MANICA S.P.A.,sulfate de cuivre (Copper compounds) 20 %,kg/hL
2100242,ECODIAN CP,ISAGRO SPA,"(E,E)-8,10-dodÃ©cadien-1-ol (Straight Chain Lepidopteran Pheromones) 0.013 g/diffuseur",diffuseurs/ha
9500516,E A MALADIES DES ROSIERS,SBM DEVELOPPEMENT,propiconazole (Propiconazole) 5 g/L,mL/mÂ²
2010618,BOUILLIE BORDELAISE MANICA N.C.,MANICA S.P.A.,sulfate de cuivre (Copper compounds) 20 %,kg/hL
2010509,BOUILLIE BORDELAISE NC 20 K,INDUSTRIAS QUIMICAS DEL VALLES,sulfate de cuivre (Copper compounds) 20 %,kg/ha
7700568,BOUILLIE BORDELAISE NOVAJARDIN,INDUSTRIAS QUIMICAS DEL VALLES,sulfate de cuivre (Copper compounds) 20 %,
9900257,BOUILLIE BORDELAISE SUPER 20 K,INDUSTRIAS QUIMICAS DEL VALLES,sulfate de cuivre (Copper compounds) 20 %,kg/ha
9400352,BOUILLIE BORDELAISE VALLES 20 BLEUE,INDUSTRIAS QUIMICAS DEL VALLES,cuivre du sulfate tetracuivrique et tricalcique (Copper compounds) 20 %,kg/ha
9200359,BOUILLIE SOLAISE,INDUSTRIAS QUIMICAS DEL VALLES,sulfate de cuivre (Copper compounds) 20 %,kg/hL
2000125,BOUILLIE BORDELAISE EXPRESS,SCOTTS FRANCE S.A.S.,composÃ©s du cuivre (Copper compounds) 20 %,kg/hL
2150001,BOUL'HERB GR,B.H.S,oxyfluorfÃ¨ne (Oxyfluorfen) 0.45 % | pendimÃ©thaline (Pendimethalin) 2.3 %,kg/ha
9800106,BRETTEUR,ADAMA FRANCE SAS,mÃ©tribuzine (Metribuzin) 70 %,kg/ha
8500412,THIONIC AUTODISPERSIBLE 76 %,TAMINCO BVBA,zirame (Ziram) 76 %,kg/ha
9000163,TITUS,DUPONT SOLUTIONS (FRANCE) S.A.S.,rimsulfuron (Rimsulfuron) 25 %,kg/ha
2110005,TIZCA,CHEMINOVA A/S,fluaziname (Fluazinam) 500 g/L,L/ha
8700449,TOLREX 50,NUFARM S.A,chlorotoluron (Chlorotoluron) 500 g/L,L/ha
9000619,TOLURGAN 50 SC,ADAMA FRANCE SAS,chlorotoluron (Chlorotoluron) 500 g/L,L/ha
2120213,DUOLYS,BAYER SAS,deltamÃ©thrine (Deltamethrin) 0.5 g/L | tÃ©buconazole (Tebuconazole) 10 g/L,L/ha
8600083,DUPLOSAN KV,NUFARM S.A,mÃ©coprop-P (Mecoprop-P) 600 g/L,L/ha
2140085,DYNAMEC,SYNGENTA FRANCE SAS,abamectine (Abamectin) 18 g/L,L/ha
8000328,CIRAGREF 80,LA CERESINE,Cires microcristallines (Cires microcristallines) 100 %,
8100114,CIRE A GREFFER JV 80%,VERNET JACQUES,Cires de petrole (Cires de petrole) 9 % | Cires microcristallines (Cires microcristallines) 18 % | Paraffine (Paraffine) 65 %,
8800847,TRIMANGOL DG,CEREXAGRI S.A.S.,manÃ¨be (Maneb) 75 %,kg/ha
7700220,TRIMANGOL PM,CEREXAGRI S.A.S.,manÃ¨be (Maneb) 80 %,kg/ha
2080031,TRIMANOC XPERT,CEREXAGRI S.A.S.,mancozÃ¨be (Mancozeb) 75 %,kg/ha
2090118,TROOPER,BASF FRANCE SAS,flufÃ©nacet (Flufenacet) 60 g/L | pendimÃ©thaline (Pendimethalin) 300 g/L,L/ha
5500179,TROPOTONE,NUFARM UK LIMITED,MCPB (MCPB) 400 g/L,L/ha
2080109,TSAR,DOW AGROSCIENCES SAS,myclobutanil (Myclobutanil) 45 g/L | quinoxyfÃ¨ne (Quinoxyfen) 45 g/L,L/ha
8100113,CIRE MICROGREFF,VERNET JACQUES,Cires microcristallines (Cires microcristallines) 93 %,
9700392,CLAMEUR,BASF FRANCE SAS,alpha-cypermÃ©thrine (Alpha-Cypermethrin) 15 %,kg/ha
9800458,CLAXON,ADAMA FRANCE SAS,propaquizafop (Propaquizafop) 100 g/L,L/ha
2120076,CLERAVIS,BASF FRANCE SAS,imazamox (Imazamox) 17.5 g/L | mÃ©tazachlore (Metazachlor) 375 g/L | quinmÃ©rac (Quinmerac) 100 g/L,L/ha
2150006,MATECOR,"PROPLAN Plant Protection Company, S.L.",mÃ©tribuzine (Metribuzin) 70 %,kg/ha
2150085,BARILOCHE 100,"PROPLAN Plant Protection Company, S.L.",clopyralid (Clopyralid) 100 g/L,L/ha
2090131,SMARTFRESH SMARTTABS,AgroFresh Holding France S.A.S,1-MÃ©thyl-cyclopropene (1-Methyl-cyclopropene) 0.63 %,g/m3
2000018,THIOVIT JET MICROBILLES,SYNGENTA FRANCE SAS,soufre (Sulphur) 80 %,kg/ha
6300001,DITHANE M 45,INDOFIL INDUSTRIES (Netherlands) B.V.,mancozÃ¨be (Mancozeb) 800 g/kg,kg/ha
2160454,NEMGUARD GRANULES,CBC (Europe) Srl,extrait d'ail (Garlic extract) 450 g/kg,kg/ha
2100030,SLUXX HP,NEUDORFF GMBH KG,phosphate ferrique (Ferric phosphate) 29.7 g/kg,kg/ha
9200352,SODIEX,SOFT,soufre micronise (Sulphur) 80 %,kg/ha
9700002,SOFALOR,SOFT,soufre triture ventile (Sulphur) 80 %,kg/ha
2030466,SOFLUID,SOFT,soufre triture ventile (Sulphur) 97.5 %,kg/ha
9900432,SOFRAL LIQUIDE,SOFT,soufre (Sulphur) 600 g/L,L/ha
9700539,SOFRAL SPECIAL,SOFT,soufre micronise (Sulphur) 80 %,kg/ha
2160612,FINALSAN ULTIMA AF PRO,NEUDORFF GMBH KG,acide pÃ©largonique (Pelargonic Acid) 31.02 g/L | hydrazide malÃ©Ã¯que (Maleic hydrazide) 4.95 g/L,L/ha
2160608,SPRUZIT EC PRO,NEUDORFF GMBH KG,huile de colza (Rape seed oil) 825.3 g/L | Pyrethrins (Pyrethrins) 4.59 g/L,L/hL
2160609,SPRUZIT AF PRO,NEUDORFF GMBH KG,huile de colza (Rape seed oil) 8.25 g/L | Pyrethrins (Pyrethrins) 45 mg/L,
2050073,SMARTFRESH,AgroFresh Holding France S.A.S,1-MÃ©thyl-cyclopropene (1-Methyl-cyclopropene) 3.3 %,g/m3
9200360,SOFRAL,SOFT,soufre micronise (Sulphur) 80 %,kg/ha
9500147,THIOVIT JARDIN,SYNGENTA FRANCE SAS,soufre (Sulphur) 800 g/kg,g/mÂ²
2160620,CARPOVIRUSINE 2000 J,ARYSTA LIFESCIENCE SAS,Cydia pomonella granulosis virus (Cydia pomonella granulosis virus) 100000000000000 Corps viraux/L,mL/mÂ²
2100038,SOKALCIARBO WP,SOKA,kaolin (Aluminium silicate) 1000 g/kg,kg/ha
2090103,AZUPEC WG,SAPEC AGRO S.A.,soufre (Sulphur) 800 g/kg,kg/ha
8600232,DUPLOSAN SUPER,NUFARM S.A.S.,mÃ©coprop-P (Mecoprop-P) 130 g/L | MCPA (MCPA) 160 g/L | dichlorprop P sel de dimethylamine (Dichlorprop-P) 310 g/L,L/ha
2020047,TERSOL ECOVERT PJT,ARYSTA LIFESCIENCE SAS,glyphosate sel d'isopropylamine (Glyphosate) 360 g/L,mL/mÂ²
2160616,OVIPRON PLUS JARDIN,CEREXAGRI S.A.S.,huile de paraffine (Paraffin oils) 800 g/L,mL/mÂ²
2160017,TIPO,BELCHIM CROP PROTECTION NV/SA,Esters methyliques d'acides gras (Esters methyliques d'acides gras) 831 g/L,L/ha
2060001,SOJAL,PRIMALAB SA,Lecithine de soja (Lecithine de soja) 35 %,L/hL
2090087,AFFECT,JOUFFRAY DRILLAUD,Polymere d'amine gras (Polymere d'amine gras) 50 % | Polysorbate 20 (Polysorbate 20) 50 %,L/hL
9700361,BOTRYCUIVRE,PROVAL,composÃ©s du cuivre (Copper compounds) 50 g/L,L/ha
2070175,ECOFIT,CHIMIE CENTRE FRANCE,Triethanolamine (Triethanolamine) 108 g/L | Polymere complexe d'ethylene et de propylene (Polymere complexe d'ethylene et de propylene) 21.6 g/L,L/hL
2080080,ECOSTAR,GROUPE MEAC SAS,Triethanolamine (Triethanolamine) 108 g/L | Polymere complexe d'ethylene et de propylene (Polymere complexe d'ethylene et de propylene) 21.6 g/L,L/hL
9200235,CITROLE,TOTAL FLUIDES,Huile minerale paraffinique (Huile minerale paraffinique) 790 g/L,L/ha
9600020,SUPER NOVA,INTERAGRO*,Polymere d'amine gras (Polymere d'amine gras) 525 g/L | Polysorbate 20 (Polysorbate 20) 525 g/L,L/ha
2090006,BREAK THRU S 240,EVONIK DEGUSSA GmbH,Copolymere (Copolymere) 765 g/L,L/hL
2120180,TRS2,S.D.P.,Ethyloleathe (Ethyloleathe) 600 g/L,L/ha
2090030,AXORIS B,COMPO FRANCE SAS,Thiamethoxam (Thiamethoxam) 12 g/kg,tablettes/L
2090031,AXORIS G,COMPO FRANCE SAS,Thiamethoxam (Thiamethoxam) 12 g/kg,g/L
9600548,LAGON,BAYER SAS,aclonifÃ¨ne (Aclonifen) 500 g/L | isoxaflutole (Isoxaflutole) 75 g/L,L/ha
2060084,SIGNUM,BASF FRANCE SAS,boscalide (Boscalid) 267 g/kg | Pyraclostrobin (Pyraclostrobin) 67 g/kg,kg/ha
8800417,MERPAN SC,ADAMA FRANCE SAS,Captan (Captan) 480 g/L,L/ha
2080029,BOA,DOW AGROSCIENCES SAS,pÃ©noxsulame (Penoxsulam) 20 g/L,L/ha
2100194,BIOX-M,XEDA INTERNATIONAL S.A.,huile de plantes / huile de menthe verte (Plant oils / Spearmint oil) 950 g/L,mL/t
9800331,DOBRAN,BASF AGRO SAS,krÃ©soxime-mÃ©thyle (Kresoxim-methyl) 50 %,kg/ha
9600526,BION 50 WG,SYNGENTA FRANCE SAS,acibenzolar-S-methyl (Acibenzolar-S-methyl) 50 %,kg/ha
9800320,BION MX,SYNGENTA FRANCE SAS,acibenzolar-S-methyl (Acibenzolar-S-methyl) 4 % | mÃ©talaxyl-M (Metalaxyl-M) 38.76 %,kg/ha
2160959,ELATUS ERA,SYNGENTA FRANCE SAS,prothioconazole (Prothioconazole) 150 g/L | Benzovindiflupyr (Benzovindiflupyr) 75 g/L,L/ha
2080102,AMISTAR TOP,SYNGENTA FRANCE SAS,difÃ©noconazole (Difenoconazole) 125 g/L | azoxystrobine (Azoxystrobin) 200 g/L,L/ha
2020003,FERRAMOL,NEUDORFF GMBH KG,phosphate ferrique (Ferric phosphate) 9.9 g/kg,kg/100 mÂ²
9300108,MERPAN 80 WDG,ADAMA FRANCE SAS,Captan (Captan) 800 g/kg,kg/ha
2160963,YARIS,BASF FRANCE SAS,fluxapyroxad (Fluxapyroxad) 300 g/L,L/ha
2110152,TALISMA EC,ARYSTA LIFESCIENCE BENELUX SPRL,Cypermethrin (Cypermethrin) 80 g/L,L/t
2100177,LAUDIS WG,BAYER SAS,tembotrione (Tembotrione) 200 g/kg,L/ha
2150058,KIX,GLOBACHEM NV,difÃ©noconazole (Difenoconazole) 250 g/L,L/ha
8200575,SHERPA 100 EC,SBM DEVELOPPEMENT,cypermÃ©thrine (Cypermethrin) 100 g/L,L/ha
2110115,SHERPA 100 EW,SBM DEVELOPPEMENT,cypermÃ©thrine (Cypermethrin) 100 g/L,L/ha
8600664,SHERPA 2 G C,SBM DEVELOPPEMENT,cypermÃ©thrine (Cypermethrin) 0.2 %,kg/ha
2030321,SHINAI EV,COMPO FRANCE SAS,glyphosate (sel de diammonium) (Glyphosate) 360 g/L,mL/10 mÂ²
2030279,SHINAI FORET,COMPO FRANCE SAS,glyphosate (sel de diammonium) (Glyphosate) 360 g/L,L/ha
2090189,SHINAI PJT,SYNGENTA FRANCE SAS,glyphosate (sel de diammonium) (Glyphosate) 360 g/L,L/ha
2010502,SHIRLAN,ISK BIOSCIENCES EUROPE S.A.,fluaziname (Fluazinam) 500 g/L,L/hL
2070137,SHOTGUN,SOCIETE  FINANCIERE DE PONTARLIER,cymoxanil (Cymoxanil) 4 % | mancozÃ¨be (Mancozeb) 46.5 %,kg/ha
9500645,SICO,SYNGENTA FRANCE SAS,difÃ©noconazole (Difenoconazole) 250 g/L,L/ha
